Area (sqft),Bedrooms,Bathrooms,Floors,Age (years),Location Quality,Price (USD)
1357.74,3.0,,2.0,20.0,8.0,255159.16
1330.85,2.0,2.0,2.0,0.0,5.0,212320.47
2039.48,5.0,2.0,1.0,3.0,2.0,277866.51
2434.81,3.0,1.0,1.0,31.0,2.0,282087.99
4239.27,3.0,1.0,2.0,0.0,4.0,493970.49
1039.51,5.0,2.0,1.0,12.0,7.0,217859.3
3807.17,3.0,1.0,2.0,45.0,4.0,432908.57
2891.55,3.0,1.0,,46.0,9.0,400106.97
1795.75,2.0,,2.0,16.0,2.0,237430.75
2717.69,3.0,1.0,1.0,11.0,6.0,355600.94
1849.74,5.0,2.0,2.0,6.0,4.0,249596.36
3182.37,1.0,1.0,1.0,2.0,6.0,385226.97
2452.3,1.0,3.0,2.0,49.0,9.0,359287.24
1239.82,1.0,2.0,1.0,25.0,9.0,230030.78
1024.62,5.0,1.0,1.0,30.0,9.0,228951.84
2960.13,1.0,2.0,1.0,35.0,9.0,408582.75
4560.86,2.0,1.0,2.0,25.0,3.0,507531.91
2047.81,5.0,3.0,2.0,2.0,9.0,353952.28
3798.5,5.0,1.0,,43.0,3.0,444250.94
3463.98,5.0,2.0,1.0,27.0,3.0,407735.0
,3.0,2.0,2.0,43.0,5.0,545541.74
4194.41,3.0,2.0,1.0,16.0,6.0,497252.43
3049.72,3.0,1.0,1.0,,9.0,427505.94
3456.64,4.0,1.0,1.0,46.0,1.0,363919.33
4542.74,2.0,1.0,2.0,,8.0,530632.88
2297.83,5.0,3.0,1.0,1.0,4.0,339789.65
1970.58,5.0,3.0,2.0,7.0,7.0,316729.46
548.65,3.0,3.0,2.0,13.0,6.0,163212.55
4219.48,5.0,2.0,1.0,36.0,6.0,524077.39
4104.41,5.0,2.0,2.0,34.0,7.0,529094.98
970.05,1.0,2.0,1.0,41.0,,156716.33
3095.86,5.0,2.0,1.0,38.0,6.0,409959.83
2587.92,4.0,2.0,2.0,10.0,3.0,303391.94
1034.19,3.0,1.0,1.0,14.0,5.0,165982.8
4912.56,2.0,2.0,1.0,1.0,2.0,511777.53
1466.13,2.0,1.0,1.0,36.0,3.0,181213.79
802.55,1.0,3.0,2.0,42.0,9.0,188524.51
3176.81,2.0,3.0,2.0,31.0,6.0,407315.21
3824.9,2.0,3.0,2.0,39.0,3.0,432212.67
646.0,3.0,3.0,1.0,12.0,2.0,117675.72
3464.23,3.0,3.0,1.0,42.0,5.0,421844.08
2895.31,4.0,2.0,2.0,16.0,5.0,379785.14
964.69,1.0,2.0,2.0,,1.0,136260.26
1276.36,2.0,2.0,2.0,32.0,3.0,183378.08
3055.88,4.0,3.0,2.0,15.0,7.0,425891.11
1833.61,1.0,3.0,2.0,12.0,,304869.4
4722.42,2.0,1.0,1.0,21.0,5.0,549912.03
4184.33,2.0,2.0,2.0,22.0,4.0,502674.47
4926.05,3.0,3.0,1.0,35.0,3.0,530142.42
1668.52,5.0,3.0,1.0,42.0,9.0,308784.05
4863.76,1.0,3.0,1.0,49.0,7.0,562679.99
2440.55,2.0,1.0,1.0,49.0,7.0,326112.99
2063.83,1.0,3.0,2.0,9.0,8.0,319196.55
726.57,4.0,1.0,1.0,,1.0,115541.36
737.44,4.0,1.0,2.0,,4.0,140434.65
3614.05,5.0,2.0,1.0,12.0,5.0,450956.19
2560.68,2.0,3.0,2.0,29.0,5.0,340701.96
1519.35,3.0,1.0,2.0,45.0,1.0,177473.58
3262.87,2.0,3.0,1.0,29.0,3.0,365492.45
1637.86,1.0,2.0,,6.0,2.0,207568.46
3099.34,4.0,2.0,1.0,9.0,7.0,407645.71
2116.44,,1.0,2.0,34.0,5.0,264501.16
4205.99,,2.0,1.0,1.0,3.0,
4193.13,4.0,2.0,1.0,29.0,,510800.46
2648.08,3.0,2.0,2.0,18.0,1.0,302211.29
2078.69,4.0,3.0,2.0,38.0,1.0,257276.98
2131.52,2.0,3.0,1.0,36.0,6.0,307632.1
4125.72,2.0,1.0,1.0,2.0,1.0,436264.71
1976.81,4.0,1.0,2.0,24.0,4.0,281656.16
1440.77,5.0,2.0,1.0,33.0,6.0,245314.58
881.1,2.0,2.0,1.0,21.0,1.0,109699.14
2600.12,2.0,,1.0,37.0,9.0,357729.16
2669.59,3.0,2.0,2.0,13.0,4.0,359574.44
4284.09,4.0,1.0,1.0,38.0,9.0,548408.52
,2.0,3.0,1.0,1.0,9.0,268088.16
2214.46,5.0,2.0,2.0,31.0,6.0,329172.56
4137.83,1.0,2.0,1.0,,7.0,484770.84
4206.31,4.0,2.0,1.0,2.0,1.0,461704.23
2230.75,3.0,3.0,1.0,40.0,5.0,280775.55
2566.06,2.0,3.0,1.0,7.0,3.0,325243.05
1864.79,5.0,2.0,2.0,25.0,6.0,274823.41
4696.5,4.0,1.0,1.0,31.0,,532644.22
1033.9,5.0,3.0,1.0,10.0,9.0,224925.64
4701.87,5.0,2.0,1.0,49.0,7.0,574391.16
3577.4,3.0,2.0,1.0,0.0,4.0,428998.43
2892.07,4.0,3.0,1.0,14.0,6.0,375668.63
646.97,2.0,1.0,2.0,3.0,,102323.62
2640.18,3.0,2.0,2.0,3.0,3.0,329749.97
2334.87,2.0,1.0,,27.0,7.0,322538.81
1225.48,1.0,1.0,1.0,9.0,4.0,191581.02
3453.84,5.0,3.0,2.0,10.0,7.0,477562.75
4870.18,1.0,2.0,2.0,,9.0,585267.49
3029.85,5.0,2.0,2.0,22.0,5.0,386512.52
3716.39,3.0,1.0,1.0,46.0,1.0,383132.6
808.03,2.0,3.0,1.0,2.0,5.0,154305.61
2379.5,2.0,3.0,1.0,38.0,6.0,332951.55
1023.61,3.0,3.0,1.0,38.0,2.0,
3257.58,4.0,1.0,1.0,16.0,8.0,431008.72
4723.17,1.0,1.0,1.0,21.0,2.0,500101.5
3478.0,1.0,2.0,2.0,26.0,9.0,450021.66
845.61,2.0,3.0,2.0,15.0,2.0,125537.82
2096.0,2.0,1.0,1.0,15.0,3.0,237656.49
2977.99,2.0,3.0,1.0,39.0,8.0,391065.73
2314.43,3.0,1.0,1.0,2.0,6.0,315211.96
4251.4,4.0,2.0,2.0,46.0,1.0,471916.57
4166.02,1.0,3.0,2.0,32.0,4.0,498321.32
3253.24,5.0,1.0,2.0,41.0,5.0,408468.83
2180.56,,3.0,2.0,1.0,3.0,
1649.01,1.0,1.0,1.0,38.0,1.0,198383.16
976.43,4.0,1.0,2.0,45.0,3.0,155026.29
2097.04,3.0,1.0,2.0,47.0,9.0,328134.79
2359.28,1.0,3.0,1.0,26.0,2.0,275932.08
3541.2,3.0,1.0,1.0,14.0,1.0,393532.51
3461.72,1.0,2.0,1.0,6.0,7.0,439071.97
815.49,1.0,3.0,2.0,44.0,7.0,172330.56
2278.67,4.0,2.0,1.0,41.0,5.0,322139.02
1318.0,5.0,2.0,2.0,,2.0,183169.09
1205.66,4.0,3.0,2.0,40.0,1.0,
4222.86,1.0,1.0,2.0,5.0,5.0,501062.05
688.62,3.0,2.0,2.0,,4.0,151373.49
2386.32,4.0,3.0,1.0,29.0,9.0,366958.97
1256.92,5.0,1.0,1.0,19.0,5.0,210288.94
4456.99,1.0,3.0,2.0,19.0,2.0,499072.84
3006.68,4.0,,1.0,45.0,4.0,379318.16
1541.21,4.0,3.0,2.0,,9.0,288332.56
2760.92,4.0,1.0,2.0,19.0,8.0,376887.29
3791.69,4.0,2.0,1.0,6.0,3.0,457351.32
4811.53,3.0,2.0,1.0,39.0,8.0,583312.49
1492.01,5.0,3.0,2.0,39.0,2.0,203495.23
4487.82,5.0,3.0,1.0,29.0,3.0,523322.97
4704.37,1.0,1.0,2.0,7.0,5.0,540469.13
4623.89,2.0,3.0,1.0,1.0,,580142.55
3359.36,3.0,,2.0,13.0,1.0,395063.85
3334.19,1.0,3.0,2.0,9.0,,
2314.45,1.0,2.0,1.0,,1.0,252993.43
3885.79,4.0,3.0,1.0,17.0,1.0,
2890.82,2.0,2.0,2.0,17.0,5.0,368019.18
3548.47,2.0,1.0,1.0,15.0,6.0,423260.5
2428.06,3.0,,1.0,4.0,1.0,271106.83
3791.73,2.0,2.0,2.0,30.0,6.0,473007.51
4210.12,1.0,2.0,,36.0,5.0,490176.8
1158.96,2.0,2.0,1.0,19.0,4.0,193341.66
4248.18,2.0,2.0,1.0,22.0,5.0,509185.18
2931.33,5.0,3.0,2.0,,8.0,421090.44
4301.0,1.0,2.0,2.0,41.0,9.0,540437.11
2440.86,2.0,2.0,2.0,16.0,2.0,
,,2.0,2.0,,6.0,318607.07
4617.77,4.0,3.0,2.0,48.0,3.0,532808.24
1630.26,2.0,3.0,2.0,49.0,2.0,219321.61
4298.96,2.0,3.0,2.0,12.0,1.0,468027.35
2678.09,5.0,1.0,2.0,16.0,4.0,328998.27
2813.43,1.0,3.0,1.0,14.0,8.0,392565.55
1888.11,3.0,2.0,1.0,25.0,3.0,252838.93
3078.69,1.0,,1.0,43.0,5.0,379020.9
1963.45,4.0,3.0,2.0,27.0,5.0,
676.71,1.0,2.0,1.0,41.0,5.0,122951.0
1723.99,2.0,3.0,2.0,44.0,9.0,299991.98
,4.0,1.0,1.0,29.0,8.0,168788.19
4902.6,1.0,3.0,2.0,42.0,8.0,604066.82
4845.86,4.0,1.0,2.0,34.0,1.0,522025.69
2278.2,3.0,1.0,1.0,,1.0,270484.94
3777.67,1.0,1.0,2.0,9.0,2.0,402538.32
2056.13,2.0,2.0,1.0,10.0,8.0,316347.72
3519.92,4.0,,,37.0,1.0,405756.5
4124.44,5.0,1.0,1.0,32.0,4.0,486056.42
4760.4,4.0,1.0,1.0,5.0,9.0,585636.3
2300.96,5.0,3.0,1.0,36.0,2.0,294189.58
,,2.0,1.0,6.0,3.0,455722.98
1696.68,3.0,2.0,1.0,43.0,6.0,233494.01
4956.5,5.0,1.0,1.0,11.0,3.0,546672.86
615.96,3.0,2.0,,6.0,4.0,144008.58
3215.88,4.0,3.0,2.0,1.0,9.0,454408.86
3467.78,2.0,2.0,2.0,0.0,9.0,477339.31
3596.21,5.0,3.0,1.0,22.0,5.0,465657.51
1041.74,4.0,1.0,2.0,,,207836.41
4723.38,1.0,3.0,2.0,17.0,9.0,584793.69
1315.32,4.0,1.0,1.0,43.0,8.0,242374.35
3302.39,3.0,3.0,,6.0,7.0,440174.56
1502.04,2.0,3.0,2.0,2.0,8.0,267250.68
1882.47,2.0,,1.0,28.0,5.0,250530.93
2959.06,4.0,3.0,1.0,9.0,5.0,383098.18
2377.37,1.0,1.0,1.0,42.0,5.0,285366.45
1221.02,3.0,3.0,2.0,4.0,1.0,182893.3
1269.21,4.0,1.0,1.0,33.0,6.0,225664.69
2381.65,4.0,,2.0,7.0,5.0,329001.85
3907.77,2.0,3.0,1.0,13.0,8.0,504166.23
4540.84,3.0,2.0,1.0,39.0,8.0,555215.62
878.57,1.0,3.0,2.0,5.0,2.0,143621.16
2268.97,2.0,3.0,1.0,0.0,6.0,316726.24
951.11,,,2.0,32.0,6.0,188397.38
574.67,2.0,1.0,2.0,39.0,3.0,94452.32
3477.73,2.0,3.0,1.0,10.0,1.0,396279.41
3211.02,5.0,2.0,1.0,49.0,7.0,430311.08
1233.59,2.0,2.0,2.0,23.0,5.0,207847.56
1552.16,2.0,1.0,2.0,9.0,5.0,231993.86
606.68,3.0,2.0,1.0,43.0,8.0,168947.7
4257.26,2.0,1.0,1.0,22.0,5.0,480887.78
4886.11,1.0,3.0,1.0,15.0,5.0,553754.23
1109.57,4.0,2.0,1.0,36.0,1.0,154067.56
1541.64,3.0,3.0,1.0,15.0,2.0,221172.98
4407.84,2.0,2.0,2.0,43.0,5.0,509511.68
4669.09,1.0,2.0,2.0,30.0,7.0,555965.09
2388.32,4.0,3.0,2.0,5.0,3.0,314991.96
727.8,3.0,2.0,2.0,29.0,1.0,93547.12
677.26,1.0,3.0,1.0,36.0,2.0,111930.24
3082.77,2.0,3.0,2.0,0.0,3.0,369778.48
2268.03,5.0,1.0,1.0,41.0,9.0,349713.8
628.94,5.0,3.0,1.0,24.0,8.0,186780.63
3124.64,3.0,1.0,1.0,45.0,4.0,366671.37
550.86,1.0,3.0,1.0,20.0,8.0,158511.21
4043.17,,2.0,1.0,34.0,9.0,521246.8
,1.0,3.0,2.0,37.0,3.0,228879.52
681.16,5.0,2.0,1.0,4.0,6.0,178849.49
3147.58,3.0,1.0,1.0,48.0,8.0,403818.96
2289.58,2.0,2.0,,49.0,7.0,311480.48
,1.0,3.0,2.0,11.0,9.0,608800.65
2948.89,5.0,2.0,1.0,4.0,7.0,394933.47
1738.58,4.0,1.0,1.0,8.0,1.0,207267.2
3692.47,3.0,2.0,1.0,43.0,9.0,501811.93
1721.71,2.0,2.0,2.0,8.0,5.0,253938.34
4569.09,1.0,3.0,1.0,34.0,6.0,530530.97
2186.25,4.0,3.0,2.0,0.0,2.0,264811.6
2974.41,2.0,2.0,,46.0,2.0,348254.94
727.58,5.0,1.0,1.0,9.0,4.0,135837.17
2417.55,,2.0,2.0,45.0,4.0,312326.3
4245.64,4.0,1.0,2.0,38.0,5.0,495801.66
4125.42,5.0,1.0,1.0,35.0,7.0,501410.71
1509.43,3.0,1.0,1.0,36.0,1.0,177980.64
1517.36,4.0,2.0,1.0,47.0,4.0,213821.89
4177.87,5.0,1.0,1.0,34.0,9.0,542098.34
4686.79,1.0,2.0,2.0,16.0,8.0,571884.52
929.12,5.0,1.0,2.0,12.0,3.0,172833.29
2525.26,3.0,1.0,1.0,5.0,6.0,351049.52
2018.54,2.0,2.0,1.0,36.0,9.0,302105.83
4418.1,2.0,,,47.0,8.0,543139.85
875.86,5.0,3.0,2.0,31.0,7.0,224929.06
1450.07,2.0,2.0,1.0,10.0,7.0,228422.41
3886.11,5.0,2.0,2.0,16.0,1.0,448387.25
730.82,3.0,3.0,2.0,4.0,5.0,169761.98
2716.41,2.0,3.0,2.0,5.0,7.0,369151.5
,1.0,3.0,2.0,9.0,2.0,291141.01
2004.81,5.0,2.0,1.0,32.0,6.0,314530.44
2275.58,2.0,1.0,1.0,29.0,2.0,280007.53
2884.73,3.0,2.0,1.0,20.0,3.0,350772.16
1226.15,3.0,3.0,2.0,41.0,1.0,152552.96
3073.98,1.0,1.0,2.0,16.0,3.0,364766.58
4124.45,3.0,2.0,1.0,26.0,7.0,495340.65
3920.72,3.0,3.0,2.0,2.0,5.0,490823.99
1192.55,2.0,2.0,2.0,28.0,4.0,
1171.62,5.0,1.0,2.0,1.0,8.0,235038.19
1706.78,4.0,3.0,1.0,28.0,8.0,297927.81
,3.0,2.0,1.0,48.0,1.0,216630.42
2338.05,3.0,1.0,1.0,35.0,9.0,336521.21
3558.64,4.0,1.0,2.0,33.0,9.0,473797.12
755.06,3.0,2.0,1.0,36.0,2.0,116864.2
656.03,,1.0,1.0,41.0,2.0,90692.25
2263.6,2.0,3.0,1.0,0.0,8.0,339025.25
3637.24,4.0,1.0,2.0,25.0,6.0,462099.24
1370.46,3.0,2.0,2.0,0.0,3.0,215735.55
3386.77,3.0,3.0,2.0,3.0,2.0,407127.21
1669.23,5.0,1.0,2.0,38.0,5.0,262856.61
,3.0,1.0,2.0,13.0,8.0,548791.19
,2.0,3.0,1.0,45.0,6.0,544027.85
1837.79,1.0,3.0,1.0,17.0,3.0,229190.53
1534.97,1.0,1.0,2.0,33.0,9.0,284208.24
2350.87,1.0,3.0,2.0,0.0,8.0,348088.47
1582.39,1.0,2.0,1.0,21.0,6.0,244080.07
,3.0,1.0,2.0,15.0,1.0,369948.35
4217.29,3.0,2.0,2.0,21.0,2.0,480342.35
3528.91,5.0,,2.0,49.0,4.0,422227.99
4209.58,3.0,2.0,2.0,15.0,2.0,477599.05
2286.46,1.0,2.0,2.0,27.0,3.0,
1203.43,4.0,3.0,1.0,27.0,8.0,237745.03
3820.78,4.0,1.0,1.0,21.0,9.0,
2122.14,,3.0,2.0,5.0,6.0,307317.42
3520.72,,3.0,2.0,24.0,4.0,438954.75
1717.9,3.0,1.0,1.0,41.0,2.0,204916.17
865.53,4.0,2.0,2.0,1.0,7.0,218940.84
4966.62,1.0,1.0,1.0,6.0,7.0,581075.77
1202.91,1.0,1.0,2.0,16.0,9.0,239090.67
4947.89,1.0,1.0,1.0,34.0,5.0,564428.26
4897.76,3.0,3.0,1.0,19.0,4.0,549341.63
4072.18,3.0,1.0,2.0,43.0,6.0,473099.32
3467.4,5.0,1.0,2.0,1.0,2.0,397757.69
3100.13,,1.0,1.0,6.0,2.0,328376.16
4397.46,,,2.0,31.0,9.0,544415.38
1802.48,3.0,2.0,1.0,48.0,7.0,272929.18
2604.57,3.0,2.0,2.0,18.0,7.0,368343.09
3287.25,5.0,2.0,2.0,11.0,5.0,423330.76
2350.36,5.0,3.0,2.0,8.0,7.0,355488.4
2423.69,2.0,3.0,1.0,26.0,9.0,371406.41
1986.28,4.0,1.0,1.0,13.0,5.0,284926.83
3039.04,1.0,3.0,2.0,1.0,9.0,444782.41
4327.59,1.0,2.0,1.0,20.0,1.0,462625.24
1406.88,5.0,1.0,,3.0,3.0,
4704.95,5.0,1.0,1.0,,7.0,575766.99
3600.89,2.0,2.0,2.0,47.0,4.0,443379.31
4204.73,4.0,2.0,1.0,21.0,2.0,483532.86
3002.86,2.0,,1.0,48.0,3.0,360239.0
4007.83,4.0,3.0,1.0,1.0,7.0,515531.3
572.9,1.0,1.0,1.0,16.0,8.0,158221.37
4182.71,2.0,2.0,1.0,18.0,9.0,544750.29
680.62,5.0,,1.0,39.0,6.0,151919.5
4504.61,2.0,1.0,2.0,,,553853.17
4963.83,2.0,3.0,,19.0,4.0,574130.03
1823.3,1.0,1.0,1.0,37.0,5.0,249622.62
1446.43,5.0,2.0,2.0,11.0,1.0,169889.31
3944.14,5.0,2.0,1.0,24.0,9.0,519666.21
1638.62,3.0,1.0,2.0,22.0,9.0,257927.46
4395.03,3.0,,2.0,49.0,9.0,546477.23
962.79,3.0,3.0,2.0,33.0,3.0,178575.14
1066.8,1.0,2.0,2.0,31.0,8.0,199239.82
4906.18,2.0,2.0,1.0,23.0,3.0,
3532.28,5.0,1.0,2.0,41.0,6.0,449647.36
4310.99,5.0,1.0,2.0,24.0,5.0,
1959.48,2.0,1.0,2.0,2.0,8.0,308109.67
3544.18,5.0,2.0,,24.0,3.0,421991.18
3174.09,2.0,1.0,2.0,27.0,1.0,350713.67
3214.18,1.0,3.0,1.0,11.0,9.0,443483.83
3571.4,1.0,3.0,1.0,25.0,9.0,464102.54
3089.12,1.0,1.0,2.0,47.0,3.0,330001.55
2430.78,2.0,3.0,1.0,43.0,2.0,279507.76
1741.65,2.0,3.0,2.0,7.0,4.0,264152.31
3958.62,4.0,3.0,2.0,4.0,8.0,544194.13
1518.23,5.0,3.0,2.0,10.0,6.0,260912.82
3615.59,5.0,3.0,2.0,41.0,1.0,429360.8
1550.0,4.0,2.0,2.0,34.0,8.0,265226.02
3313.99,4.0,1.0,2.0,,5.0,412689.33
3861.85,1.0,3.0,,40.0,6.0,464042.95
1484.21,4.0,1.0,1.0,43.0,5.0,229966.49
769.74,2.0,3.0,1.0,37.0,5.0,147187.84
1089.38,3.0,2.0,2.0,18.0,3.0,161411.87
3226.99,2.0,2.0,2.0,47.0,4.0,383766.51
4322.51,4.0,3.0,1.0,31.0,5.0,528218.66
702.49,5.0,3.0,2.0,45.0,2.0,134885.53
3803.68,2.0,3.0,1.0,27.0,,464277.73
2035.93,5.0,2.0,1.0,35.0,2.0,249596.22
2653.38,2.0,2.0,2.0,17.0,4.0,315069.08
4679.87,5.0,1.0,2.0,9.0,1.0,509624.47
1993.87,2.0,2.0,1.0,31.0,4.0,258657.86
,5.0,3.0,1.0,17.0,7.0,
,3.0,1.0,2.0,11.0,8.0,150285.93
,1.0,2.0,2.0,7.0,2.0,
1663.66,2.0,2.0,1.0,32.0,3.0,211024.42
625.34,3.0,3.0,1.0,45.0,1.0,97396.29
3341.19,1.0,1.0,1.0,37.0,7.0,424206.2
2418.79,2.0,2.0,2.0,13.0,4.0,284505.52
2966.65,3.0,2.0,2.0,,8.0,399196.71
,3.0,3.0,2.0,8.0,5.0,219447.46
1831.69,3.0,1.0,1.0,43.0,9.0,289519.29
3487.21,4.0,1.0,1.0,4.0,6.0,420901.15
4843.86,5.0,1.0,2.0,33.0,2.0,530843.93
726.88,,1.0,1.0,18.0,1.0,103668.15
4506.73,5.0,3.0,1.0,,1.0,496844.7
3095.97,5.0,2.0,1.0,38.0,9.0,444804.52
3037.64,5.0,2.0,1.0,41.0,1.0,340402.4
2751.25,3.0,1.0,1.0,16.0,3.0,308195.76
812.27,5.0,1.0,2.0,25.0,2.0,142417.86
904.45,4.0,1.0,,,4.0,
3204.1,2.0,2.0,2.0,26.0,1.0,340550.63
2034.31,3.0,2.0,2.0,,1.0,234603.21
4627.71,1.0,1.0,2.0,,4.0,532620.63
2329.66,2.0,3.0,1.0,19.0,4.0,309749.52
1144.77,2.0,,1.0,5.0,7.0,221630.86
3716.23,2.0,2.0,1.0,7.0,8.0,465839.82
1820.09,5.0,1.0,2.0,31.0,8.0,306061.78
2864.62,5.0,3.0,1.0,18.0,8.0,397622.47
3640.25,,1.0,1.0,31.0,9.0,
4551.19,5.0,1.0,1.0,18.0,1.0,504870.19
4064.86,5.0,3.0,2.0,23.0,9.0,530575.2
3543.62,5.0,3.0,1.0,23.0,8.0,493937.61
3558.35,3.0,3.0,1.0,16.0,1.0,389110.9
,3.0,2.0,2.0,17.0,7.0,567545.38
1831.21,4.0,1.0,2.0,11.0,9.0,315452.72
505.0,4.0,,1.0,40.0,4.0,113292.48
1723.8,4.0,3.0,2.0,22.0,9.0,312931.55
1480.51,4.0,2.0,1.0,47.0,1.0,174517.14
3478.26,2.0,3.0,,17.0,9.0,468659.99
3351.7,2.0,3.0,1.0,15.0,6.0,
3170.58,4.0,1.0,1.0,15.0,4.0,375600.76
573.1,4.0,1.0,2.0,35.0,5.0,143537.27
3779.5,1.0,1.0,2.0,22.0,,457947.14
1955.89,2.0,2.0,2.0,21.0,4.0,
3492.75,1.0,1.0,2.0,38.0,8.0,429648.37
3004.6,1.0,3.0,1.0,32.0,3.0,345356.38
2042.29,5.0,1.0,2.0,23.0,2.0,249187.58
1105.59,3.0,2.0,1.0,19.0,1.0,142669.27
924.89,2.0,1.0,1.0,,6.0,181551.03
4241.83,4.0,1.0,1.0,30.0,2.0,479390.9
4632.79,4.0,1.0,2.0,39.0,8.0,572997.0
3424.05,3.0,2.0,1.0,7.0,4.0,406418.82
965.45,2.0,3.0,1.0,9.0,9.0,210324.21
2309.12,4.0,3.0,2.0,0.0,4.0,308215.86
3780.23,4.0,3.0,1.0,20.0,4.0,454984.66
4009.19,5.0,1.0,1.0,24.0,8.0,513920.29
1031.98,1.0,1.0,1.0,31.0,8.0,198140.72
500.14,4.0,2.0,2.0,45.0,5.0,131158.08
3704.62,2.0,3.0,1.0,45.0,3.0,431116.48
2104.68,3.0,1.0,1.0,9.0,2.0,263027.51
1645.17,5.0,1.0,1.0,47.0,9.0,276399.44
558.04,2.0,1.0,,8.0,9.0,
2931.35,5.0,2.0,2.0,19.0,5.0,374497.66
4330.18,1.0,3.0,2.0,47.0,8.0,541481.82
4809.34,4.0,2.0,1.0,19.0,7.0,584453.64
3045.85,2.0,3.0,1.0,39.0,3.0,362538.0
2815.08,3.0,3.0,1.0,6.0,5.0,365629.99
882.75,1.0,1.0,,10.0,9.0,203748.21
2969.93,1.0,1.0,1.0,20.0,4.0,341950.64
2209.91,5.0,,2.0,37.0,3.0,295465.58
3232.11,1.0,1.0,1.0,46.0,7.0,412951.32
2249.27,2.0,,1.0,,8.0,325838.12
1581.35,5.0,3.0,2.0,45.0,5.0,248006.63
927.34,1.0,1.0,2.0,14.0,8.0,179556.27
1917.13,3.0,1.0,1.0,5.0,5.0,245769.28
934.9,2.0,2.0,2.0,9.0,9.0,217088.78
1296.04,,2.0,2.0,45.0,7.0,
4943.01,3.0,3.0,2.0,15.0,5.0,573586.17
2498.47,5.0,3.0,1.0,44.0,9.0,385557.08
2893.42,4.0,2.0,2.0,10.0,5.0,373043.15
4431.28,5.0,2.0,1.0,34.0,8.0,560504.0
4980.06,2.0,1.0,2.0,7.0,4.0,564211.83
3122.22,,1.0,1.0,27.0,9.0,432869.0
,5.0,3.0,1.0,2.0,6.0,526198.74
1971.23,4.0,2.0,1.0,1.0,6.0,288426.85
1875.85,5.0,3.0,2.0,13.0,3.0,266234.22
2312.17,2.0,1.0,2.0,28.0,3.0,272838.31
3526.28,4.0,3.0,2.0,46.0,4.0,
3569.86,2.0,3.0,1.0,2.0,1.0,404308.34
1918.58,4.0,3.0,2.0,0.0,6.0,304704.68
1099.44,4.0,1.0,2.0,14.0,1.0,
3345.78,5.0,3.0,1.0,,4.0,411301.5
1077.47,5.0,1.0,2.0,21.0,7.0,197282.11
3103.22,5.0,2.0,1.0,33.0,6.0,405494.59
3620.4,4.0,3.0,2.0,49.0,8.0,465003.21
3652.75,,3.0,1.0,32.0,4.0,438763.94
3890.62,2.0,1.0,1.0,8.0,9.0,475672.87
4427.87,3.0,,2.0,2.0,8.0,550870.18
2749.82,5.0,1.0,1.0,1.0,,372011.3
3786.12,,3.0,2.0,3.0,6.0,479058.37
3286.28,2.0,2.0,2.0,15.0,5.0,423604.51
1339.88,1.0,2.0,2.0,32.0,6.0,212276.62
615.6,5.0,2.0,2.0,8.0,1.0,114264.68
1780.44,,3.0,1.0,39.0,4.0,246398.75
2493.65,1.0,3.0,1.0,,9.0,396851.81
3276.98,5.0,2.0,1.0,17.0,4.0,416824.05
4324.82,4.0,2.0,2.0,15.0,2.0,481075.95
1383.11,,1.0,2.0,7.0,6.0,218984.42
1064.97,4.0,1.0,1.0,22.0,2.0,153622.66
,3.0,2.0,1.0,35.0,3.0,545775.05
986.2,3.0,2.0,2.0,2.0,7.0,221952.2
2653.21,3.0,3.0,,14.0,4.0,350398.76
3135.04,3.0,2.0,2.0,37.0,1.0,347396.41
2936.18,2.0,1.0,1.0,32.0,9.0,415861.49
887.14,3.0,1.0,2.0,17.0,6.0,160255.27
756.62,2.0,1.0,,22.0,9.0,178550.41
974.68,2.0,1.0,2.0,42.0,3.0,151082.59
3135.14,5.0,1.0,,2.0,5.0,390208.97
2949.55,2.0,1.0,2.0,29.0,9.0,
1551.83,2.0,2.0,1.0,44.0,6.0,226369.77
3369.98,3.0,1.0,1.0,16.0,2.0,378414.6
4190.3,2.0,,1.0,49.0,1.0,432234.01
687.11,4.0,1.0,2.0,31.0,9.0,186301.45
2741.58,3.0,1.0,1.0,45.0,,296861.77
3601.9,1.0,2.0,1.0,6.0,5.0,444262.41
1635.4,3.0,3.0,2.0,38.0,1.0,211795.0
1884.97,2.0,3.0,1.0,13.0,5.0,277278.3
3261.37,4.0,3.0,1.0,14.0,5.0,
4540.71,3.0,3.0,2.0,43.0,7.0,553126.78
4144.66,4.0,1.0,1.0,11.0,7.0,515614.01
3124.09,1.0,3.0,,7.0,1.0,355036.93
3786.0,1.0,3.0,1.0,15.0,9.0,470385.87
2141.7,5.0,2.0,2.0,40.0,1.0,261505.53
3384.34,5.0,2.0,1.0,33.0,5.0,
2597.82,3.0,2.0,1.0,45.0,7.0,345621.01
1354.71,5.0,1.0,1.0,23.0,8.0,254546.2
3657.82,4.0,1.0,2.0,28.0,2.0,416737.92
3004.09,5.0,1.0,1.0,15.0,1.0,338441.19
2113.8,4.0,2.0,,4.0,4.0,292999.03
4601.03,5.0,3.0,2.0,,4.0,547617.08
594.2,5.0,2.0,,29.0,6.0,161387.98
1920.98,5.0,1.0,2.0,49.0,1.0,227698.78
755.97,2.0,2.0,1.0,49.0,1.0,108287.05
3949.37,2.0,3.0,1.0,4.0,,471605.25
3659.48,5.0,1.0,1.0,42.0,5.0,438186.81
